source_index,target_index,source_entity,target_entity,type,count
developing,C0010957,developing,damage,modify,3
C0521530,C0032326,consolidation,pneumothorax,suggestive_of,3
C0443246,C0205104,left-sided,down,modify,3
C0521530,C0009938,consolidation,contusion,suggestive_of,3
C0475311,midesophagus,port,midesophagus,located_at,3
bronchoalveolar,C0007634,bronchoalveolar,cell,located_at,3
C0444764,C1444754,coiled,length,modify,4
C0032326,fields,pneumothorax,fields,located_at,3
C0040300,C0934569,tissues,hemithorax,located_at,3
C2828360,C0817096,across,thorax,located_at,3
differences,aeration,differences,aeration,modify,3
C0021102,C0549183,placement,median,modify,3
C0040300,C0446516,tissues,arm,located_at,3
C0443246,C0040300,left,tissues,modify,3
C0032326,cardiomediastinal,pneumothorax,cardiomediastinal,located_at,3
C0443246,C0040184,left,tibia,modify,3
bridging,C0006660,bridging,calcification,modify,3
C0475311,cavoatrial,port,cavoatrial,located_at,3
C0439659,C0006255,origin,bronchus,located_at,3
C0085590,C0796494,catheter,lobe,located_at,3
C0444764,tips,coils,tips,located_at,4
aicd,C0017446,aicd,region,located_at,3
direct,C0086296,direct,film,modify,3
C2745888,C0003842,marker,artery,located_at,3
C0442739,C0179586,unchanged,cap,modify,3
C0450429,C0018792,location,atrium,located_at,3
C0037775,subpulmonic,distribution,subpulmonic,located_at,3
C1609982,C0009450,residual,infection,modify,3
C2986473,C0085590,metallic,catheter,modify,3
C0015733,C1880791,feces,flexure,located_at,3
C0016658,C0444598,fracture,mid,located_at,3
C0040578,C0001861,tracheal,air,located_at,3
C1547225,C0018787,mild,cardio,modify,3
C0021102,C0475468,placement,esophagogastric,located_at,3
C0021102,C0522518,placement,transesophageal,located_at,3
cabg,C2745888,cabg,markers,located_at,3
C0444764,C0184165,coiled,tubing,modify,3
C0521530,C0006282,consolidation,bronchograms,located_at,3
C0439739,C2607943,reticular,findings,modify,3
C0444764,C0205132,coiled,line,modify,3
again,C0019270,again,hernia,modify,3
C0450429,C0018787,location,coronary,located_at,3
developing,C0449584,developing,opacification,modify,3
C0439739,C0521530,reticular,consolidation,modify,3
C0017446,C1413046,region,cava,located_at,3
C0017446,C1282910,region,superior,located_at,6
C0085590,C0446516,catheter,arm,located_at,3
developing,C1184743,developing,process,modify,3
C0037775,C4068833,distribution,vascularity,located_at,3
C0449774,C0178587,pattern,densities,modify,3
C0085590,C0521329,catheter,spinal,located_at,5
C1547225,C0020452,mild,engorgement,modify,3
C0017446,C0016823,region,fundus,located_at,3
C1279919,C0700198,early,aspiration,modify,3
further,C0029053,further,opacities,modify,3
C0205123,C1696103,frontal,image,modify,3
prominent,C0020303,prominent,hydropneumothorax,modify,3
C0849355,C0810633,removed,pacemaker,modify,3
prominent,C0018792,prominent,atrium,modify,3
C0205322,accentuation,persistent,accentuation,modify,3
C0205132,C0003873,line,ra,located_at,3
C0205322,cephalization,persistent,cephalization,modify,3
C0205132,C0003842,line,arterial,located_at,4
C0007144,C0024109,cardia,pulmonary,located_at,3
C0205322,obscuration,persistent,obscuration,modify,3
C0549186,C0004144,obstructive,atelectasis,modify,3
subsequent,C0392756,subsequent,decrease,modify,3
C0001861,C0677535,air,wall,located_at,3
prominence,kerley,prominence,kerley,located_at,3
C0007301,C0022417,cartilage,articular,located_at,3
C0205329,C0009450,progressive,infection,modify,3
further,C0333051,further,shift,modify,3
subsequent,C1282573,subsequent,evacuation,modify,3
prominence,C1547011,prominence,aspect,located_at,3
C0205329,C0178587,progressive,density,modify,3
prominence,C0700364,prominence,appearance,modify,6
C0549183,C0876954,midline,contour,modify,3
C0184511,C0012359,improvement,distention,modify,3
subsequent,C0021102,subsequent,placement,modify,3
C0549207,C1185738,vertebral,column,located_at,3
C0742742,C0392747,congestive,change,modify,3
C0205322,C0221198,persistent,lesions,modify,3
C0744743,C0020164,hemiarthroplasty,humeral,located_at,3
C0205322,C0333076,persistent,tortuosity,modify,3
C0552443,C1269845,effacement,hemidiaphragm,located_at,3
subsegmental,C0700198,subsegmental,aspiration,modify,3
C0849355,C0524724,removed,staples,located_at,3
C0205090,cavoatrial,right,cavoatrial,modify,3
C0205322,C0392756,persistent,decreased,modify,3
C0205132,C0012634,linear,disease,modify,3
C0849355,C0589488,removed,subclavian,located_at,3
prominent,C0037775,prominent,distribution,modify,3
C0029053,pulmonic,opacity,pulmonic,located_at,3
prominent,C0205400,prominent,thickening,modify,3
C0205132,C0011334,line,cavity,located_at,3
subsegmental,airspace,subsegmental,airspace,modify,3
prominent,C0205132,prominent,lines,modify,3
C0205322,C0497156,persistent,lymphadenopathy,modify,3
C0184511,C0018800,improved,cardiomegaly,modify,3
prominent,C0040300,prominent,tissue,modify,3
C0184511,C0017446,improvement,region,located_at,3
prominence,C0521530,prominence,consolidation,suggestive_of,3
C0205329,C1184743,progressive,process,modify,3
C0001861,C0589496,air,supraclavicular,located_at,3
progressively,C0205217,progressively,increased,modify,3
projects,C0025080,projects,device,modify,3
substantial,C0521530,substantial,consolidation,modify,3
projects,C0025066,projects,mediastinum,located_at,3
substantial,differences,substantial,differences,modify,3
substantially,C0733755,similarly,positioned,modify,3
C0876954,C1704258,contour,abnormality,modify,3
C0549178,C1517945,continued,loss,modify,3
C0549178,C1514893,continued,resolution,modify,3
progressively,C0441994,progressively,lower,modify,3
C0205360,C0036439,stable,scoliosis,modify,3
C0205360,C0185023,stable,fixation,modify,3
C0549178,C0700364,continued,appearance,modify,3
probe,C0034896,probe,rectum,located_at,3
C0919386,C0183065,pathology,rotator,located_at,3
C0205360,C0205217,stable,increased,modify,3
C0205360,C0205419,stable,deviation,modify,3
previously,pigtail,previous,pigtail,modify,3
subtle,C0178587,subtle,density,modify,3
C0205360,C0036679,stable,separation,modify,3
projects,C0029053,projects,opacity,modify,3
prominence,C0442143,prominence,paratracheal,located_at,3
prominence,C0332469,prominence,fissures,located_at,3
C0205341,C0817096,repeat,chest,located_at,3
C0001861,C0546881,air,tracking,located_at,3
C0029053,sulci,opacity,sulci,located_at,3
C0549183,C0221912,midline,cutaneous,modify,3
prominence,C0020564,prominence,enlargement,suggestive_of,3
C0205360,C0001861,stable,air,modify,3
prominence,C0013990,prominence,emphysema,suggestive_of,3
C0205128,C0184898,vertical,incision,modify,3
C0029408,glenohumeral,osteoarthritis,glenohumeral,located_at,3
projects,C0598782,projects,appendage,located_at,3
C0205128,C0178587,vertical,density,modify,3
projects,C0520510,projects,material,modify,3
projects,C0184252,projects,valve,modify,3
C0181687,C0175730,loops,tube,located_at,5
substantial,C0029053,substantial,opacities,modify,3
C0029408,C0695640,osteoarthritis,acromioclavicular,located_at,3
C0549183,C0017446,midline,region,located_at,3
substantial,C0205217,substantial,increase,modify,3
C0184511,C0205090,improvement,right,located_at,6
C0205322,C0205217,persistent,increase,modify,3
C0205132,C0025066,line,mediastinum,located_at,3
C0184967,C0032699,packing,sponge,modify,3
C0006660,C0205148,calcification,surface,located_at,3
recent,C0332152,recent,prior,modify,3
recent,C0189477,recent,thoracentesis,modify,3
recent,C0185792,recent,sternotomy,modify,3
C0817096,C0030193,chest,pain,located_at,6
C0205297,opacified,nodular,opacifies,modify,3
stranding,retrocardiac,stranding,retrocardiac,located_at,3
stranding,segments,stranding,segments,located_at,3
C0205297,C0205150,nodular,hilar,located_at,3
C0562458,C0677535,pacing,wall,located_at,3
C0817096,C0230467,chest,arch,located_at,3
C0205307,C0022417,unremarkable,joints,modify,3
C0205132,C0444099,line,skin,located_at,3
C0562458,C0175730,pacing,tube,located_at,3
C0006660,C0444467,calcification,thoracoabdominal,located_at,3
radiopaque,C0184165,radiopaque,tubing,modify,3
radiopaque,C0085590,radiopaque,catheter,modify,3
C0205090,C1184743,right,stem,modify,3
C0029053,C0175730,opacity,tube,located_at,3
C0817096,C0443315,thoracic,subcutaneous,located_at,5
C0810633,jugular,pacemaker,jugular,located_at,4
C0185027,C0038257,overlapping,stents,modify,3
C0205132,C0521530,linear,consolidation,modify,3
redemonstrated,C0040590,redemonstrated,tracheostomy,modify,3
C0699808,leads,biventricular,leads,modify,3
C0205284,C0817096,border,chest,located_at,3
C0205284,C0934569,margin,hemithorax,located_at,3
redemonstrated,C0032326,redemonstrated,pneumothorax,modify,3
redemonstrated,C0019270,redemonstrated,hernia,modify,3
C0185023,C0008913,fixation,clavicle,located_at,3
C0205292,C0012634,multifocal,disease,modify,3
C0810633,silhouette,pacemaker,silhouette,located_at,3
stranding,C0449774,stranding,pattern,modify,3
C0025080,C0553534,devices,cardiopulmonary,located_at,3
redemonstrated,C0006267,redemonstrated,bronchiectasis,modify,3
recent,expansion,recent,expansion,modify,3
C0205297,C0017446,nodular,area,modify,3
C0577559,C0012634,mass,disease,suggestive_of,3
C0185023,C0020164,fixation,humerus,located_at,3
C0205132,C0441889,line,level,located_at,3
radiodense,C0520510,radiodense,material,modify,3
prominent,C0746922,prominent,node,modify,3
pronounced,C0392747,pronounced,changes,modify,3
C0849355,C0013687,removed,effusion,modify,3
C0205322,C0006282,persistent,bronchogram,modify,3
pronounced,C0006267,pronounced,bronchiectasis,modify,3
C0205322,C0010383,persistent,crowding,modify,3
C0025080,C0025066,device,mediastinum,located_at,3
C0205322,C0015207,persistent,eventration,modify,3
C0205322,C0016203,persistent,flattening,modify,3
C0553891,C0694637,extubated,nasogastric,modify,3
C0184511,C0392747,improving,changes,modify,3
prominent,convexity,prominent,convexity,modify,3
C0205132,C0035561,line,ribs,located_at,3
C0205132,C0025080,linear,devices,modify,3
C0553534,silhouette,cardiopulmonary,silhouette,modify,3
C0849355,C0179740C0205132,removed,picc line,modify,3
pronounced,C0449432,pronounced,component,modify,3
pronounced,C0582103,pronounced,exam,modify,3
C0205307,C0332479,normal,shape,modify,3
streaky,lucencies,streaky,lucencies,modify,3
C0029053,paraspinous,opacity,paraspinous,located_at,3
C0184511,expansion,improved,expansion,modify,3
C0700124,C0014876,dilated,esophagus,modify,3
C0184511,cephalization,improved,cephalization,modify,3
C0205090,C1516698,right,collection,modify,4
C0205307,C0449911,unremarkable,views,modify,3
C0700124,C0018792,dilatation,atrium,located_at,3
C0556030,C1705504,repositioning,tip,located_at,3
C0205307,portions,unremarkable,portions,modify,4
subacromial,C1883067,subacromial,space,located_at,5
subcentimeter,C0029053,subcentimeter,opacity,modify,3
C0029053,C0040578,opacity,trachea,located_at,3
C0184511,C1184743,improving,process,modify,3
prosthetic,C0443327,prosthetic,tricuspid,located_at,3
C0027551,C0475311,needle,port,located_at,3
C0006660,C0929176,calcifications,hilum,located_at,3
C0205307,cardiothymic,normal,cardiothymic,modify,3
prosthetic,C0018787,prosthetic,heart,modify,3
C0180499,C1522410,drain,apex,located_at,3
C0205090,lead,right,lead,modify,4
C0220825,C1184482,evaluation,sulcus,located_at,3
C0205360,C0332461,stable,plaque,modify,3
C0549177,C0003483,large,aorta,modify,3
pneumothoraces,C0796494,pneumothoraces,lobe,located_at,3
C0205408,C0449584,vague,opacification,modify,3
C0733755,C0450104,positioning,orogastric,located_at,3
C0205113,C0205400,circumferential,thickening,modify,3
platelike,C0521530,platelike,consolidation,modify,3
C0547045,C0013604,chronicity,edema,suggestive_of,3
C0205413,C0017446,patchy,area,modify,3
suggestion,lucency,suggestion,lucency,located_at,3
C0179740,looped,picc,looped,modify,6
placed,pads,placed,pads,modify,3
C0547044,silhouette,smaller,silhouette,modify,3
C1184743,C0178499,process,base,located_at,3
suggestion,prominence,suggestion,prominence,suggestive_of,5
placed,C0810633,placed,pacemaker,modify,3
placed,C0184252,placed,valve,modify,3
C0733755,C0449911,positioning,views,located_at,3
place,aicd,place,aicd,modify,3
place,C0442739,place,unchanged,modify,3
place,C0205132,place,line,modify,3
C0549177,C0003842,large,artery,modify,3
pointing,C0205096,pointing,cephalad,modify,3
portions,C0796494,portions,lobe,located_at,3
C0205090,reticulonodular,right,reticulonodular,modify,3
possible,cephalization,possible,cephalization,modify,3
C0205117,C0038969,adjacent,suture,modify,3
C0205117,C0035561,adjacent,rib,modify,3
C0733755,C0592511,positioning,epidural,located_at,3
C0179740C0205132,C0447122,picc line,vena,located_at,3
C0205090,prominence,right,prominence,modify,4
possible,C0025062,possible,pneumomediastinum,modify,3
C0029456,C0817096,osteoporosis,thoracic,located_at,3
C0205090,pronounced,right,pronounced,modify,5
C1184146,parenchymal,basilar,parenchymal,located_at,3
portions,C0817096,portions,thorax,located_at,3
suggestion,C0577559,suggestion,mass,suggestive_of,3
suggestion,C0700124,suggestion,dilatation,suggestive_of,3
C0733755,C0589488,positioning,subclavian,located_at,3
C1184146,retrocardiac,basilar,retrocardiac,located_at,5
C0700321,C0005758,small,bullae,modify,3
suggestion,blunting,suggestion,blunting,suggestive_of,3
C0205403,C0700321,extremely,small,modify,3
C0205403,apices,extreme,apices,modify,3
portions,fields,portions,fields,located_at,3
C0010383,C0004144,crowding,atelectasis,suggestive_of,3
C0205112,C0085590,basal,catheter,located_at,4
C0179740,C0225594,picc,carina,located_at,3
C0220784,C0450429,anatomic,location,modify,3
C0220784,C1706765,anatomic,alignment,modify,3
C0220825,C0000726,evaluation,abdomen,located_at,3
C0547044,C0700124,less,distended,modify,3
C1265611,C0003962,amount,ascites,modify,3
C0220825,C0013687,evaluation,effusions,modify,3
C0547044,C0441889,smaller,levels,modify,3
suggestive,C0876954,suggestive,contour,modify,3
peripherally,C0178499,peripherally,base,located_at,3
C0547044,defined,less,defined,modify,3
C0220825,C0037949,evaluation,spine,located_at,3
C0220825,C0040300,evaluation,tissues,located_at,3
peripherally,C0005847,peripherally,vessels,modify,3
C0205111,C0392747,apical,changes,located_at,3
perihilar,C2328510,perihilar,interstitium,located_at,3
C0220825,C0521530,evaluated,consolidation,modify,3
C0220825,C0733755,evaluated,positioning,located_at,5
C0547044,C0205082,less,severe,modify,3
C0220825,C0934569,evaluation,hemithorax,located_at,3
C1260969,C0332554,ring,shadows,located_at,3
C0206427,C0450219,rod,thoracolumbar,located_at,3
place,C0021102,place,implants,modify,3
persists,C1547307,persists,satisfactory,modify,3
C0205417,C0449774,lobular,pattern,modify,3
place,C0014243,place,endoscope,modify,3
C0010383,C0032326,crowding,pneumothorax,suggestive_of,3
C0205090,subdiaphragmatic,right,subdiaphragmatic,modify,3
pigtail,C0025066,pigtail,mediastinum,located_at,3
C0205111,lucency,apical,lucency,located_at,4
C0010383,C0596790,crowding,interstitial,located_at,4
C0010383,C0678594,crowding,structures,located_at,3
persists,prominence,persists,prominence,modify,3
C0205419,C0678594,deviation,structures,located_at,3
persist,pneumothoraces,persist,pneumothoraces,modify,3
persists,C0700124,persists,dilatation,modify,3
C1253959,C0024109,branch,pulmonary,located_at,3
C0680251,apices,exclusion,apices,located_at,3
C0206427,C0015811,rod,femoral,located_at,3
persists,C0013990,persists,emphysema,modify,3
C0205111,C1308727,apical,rim,modify,3
persist,prominence,persistence,prominence,modify,3
possible,sign,possible,sign,modify,3
C0700198,C0796494,aspiration,lobe,located_at,3
C0700185,C0262950,demineralization,osseous,located_at,3
C0205360,C0934502,stable,layering,modify,3
previously,C0016658,previously,fracture,modify,3
C0205360,C1293132,stable,anchors,modify,3
C0205360,C1301886,stable,diameter,modify,3
C0549178,C0020564,continued,enlargement,modify,3
previously,C0004144,previous,atelectasis,modify,3
C0205360,C3494893,stable,dextroscoliosis,modify,3
C0934502,C0449911,layering,view,located_at,3
C0180499,C0024090,drain,lumbar,located_at,3
previously,C0028259,previous,nodules,modify,3
suggesting,C0013990,suggesting,emphysema,suggestive_of,3
suggestion,C0000768,suggestion,deformity,suggestive_of,3
C0029453,C0016658,osteopenia,fracture,located_at,3
C0934569,C0817096,hemithorax,chest,located_at,3
C0205360,ett,stable,ett,modify,3
C0549177,lucency,large,lucency,modify,3
predominance,periphery,predominance,periphery,located_at,3
predominance,bibasilar,predominance,bibasilar,located_at,4
predominance,C0013604,predominance,edema,suggestive_of,3
previously,C0449584,previously,opacification,modify,3
previously,C1510467,previous,trauma,modify,3
subtle,C0205413,subtle,patchy,modify,3
C0205360,C0332554,stable,shadow,modify,3
previously,C0810633,previous,pacemaker,modify,3
C0180499,C1269845,drain,hemidiaphragm,located_at,3
C0205123,C0444708,frontal,radiographic,modify,3
C0205360,C0439801,stable,limits,modify,5
C0733755,ij,position,ij,located_at,3
